ticker,asset_class,sector_gics,etf_proxy,source,note
KLXI,stock,Industrials,XLI,llm,
KLXY,unknown,,,none,
KMB,stock,Consumer Staples,XLP,yfinance,
KMG,stock,Energy,XLE,llm,
KMI,stock,Energy,XLE,yfinance,
KMI-W,stock,Energy,XLE,llm,
KMP,stock,Energy,XLE,llm,
KMPR,stock,Financials,XLF,yfinance,
KMR,stock,Energy,XLE,llm,
KMT,stock,Industrials,XLI,yfinance,
KMTUY,stock,Industrials,XLI,yfinance,
KMX,stock,Consumer Discretionary,XLY,yfinance,
KN,stock,Information Technology,XLK,yfinance,
KNBWY,stock,Consumer Staples,XLP,yfinance,
KNOP,stock,Energy,XLE,yfinance,
KNRRY,stock,Consumer Discretionary,XLY,yfinance,
KNSL,stock,Financials,XLF,yfinance,
KNX,stock,Industrials,XLI,yfinance,
KO,stock,Consumer Staples,XLP,yfinance,
KOD,stock,Health Care,XLV,yfinance,
KOMN,stock,Health Care,XLV,llm,
KORS,stock,Consumer Discretionary,XLY,llm,
KOS,stock,Energy,XLE,yfinance,
KOSCF,stock,Consumer Staples,XLP,yfinance,
KOSS,stock,Information Technology,XLK,yfinance,
KPCPY,stock,Financials,XLF,yfinance,
KPELY,stock,Industrials,XLI,yfinance,
KPLT,stock,Information Technology,XLK,yfinance,
KPLTW,stock,Financials,XLF,llm,
KPTI,stock,Health Care,XLV,yfinance,
KR,stock,Consumer Staples,XLP,yfinance,
KRC,stock,Real Estate,XLRE,yfinance,
KRE,stock,Financials,XLF,llm,
KRFT,stock,Consumer Staples,XLP,llm,
KRG,stock,Real Estate,XLRE,yfinance,
KRNT,stock,Industrials,XLI,yfinance,
KRNY,stock,Financials,XLF,yfinance,
KRON,stock,Health Care,XLV,llm,
KRP,stock,Energy,XLE,yfinance,
KRSOX,unknown,,,none,
KRTX,stock,Health Care,XLV,llm,
KRYAY,stock,Consumer Staples,XLP,yfinance,
KRYS,stock,Health Care,XLV,yfinance,
KS,stock,Financials,XLF,llm,
KSRYY,stock,Consumer Staples,XLP,yfinance,
KSS,stock,Consumer Discretionary,XLY,yfinance,
KSU,stock,Industrials,XLI,llm,
KT,stock,Communication Services,XLC,yfinance,
KTB,stock,Consumer Discretionary,XLY,yfinance,
KTF,stock,Financials,XLF,yfinance,
KTO,stock,Real Estate,XLRE,llm,
KTOS,stock,Industrials,XLI,yfinance,
KUBTY,stock,Industrials,XLI,yfinance,
KURA,stock,Health Care,XLV,yfinance,
KVCO,stock,Information Technology,XLK,llm,
KVUE,stock,Consumer Staples,XLP,yfinance,
KW,stock,Real Estate,XLRE,yfinance,
KWEB,etf_broad,,KWEB,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
KWIPF,stock,Real Estate,XLRE,yfinance,
KWR,stock,Materials,XLB,yfinance,
KYCCF,stock,Information Technology,XLK,yfinance,
KYN,stock,Financials,XLF,yfinance,
KYOCF,stock,Industrials,XLI,yfinance,
L,stock,Financials,XLF,yfinance,
LABL,stock,Materials,XLB,llm,
LAD,stock,Consumer Discretionary,XLY,yfinance,
LAES,stock,Information Technology,XLK,yfinance,
LAMR,stock,Real Estate,XLRE,yfinance,
LANC,stock,Consumer Staples,XLP,llm,
LAND,stock,Real Estate,XLRE,yfinance,
LASR,stock,Information Technology,XLK,yfinance,
LAUR,stock,Consumer Staples,XLP,yfinance,
LAWS,stock,Consumer Discretionary,XLY,llm,
LAZ,stock,Financials,XLF,yfinance,
LAZR,stock,Information Technology,XLK,llm,
LB,stock,Energy,XLE,yfinance,
LBDAV,unknown,,,none,
LBIX,stock,Communication Services,XLC,llm,
LBRDA,stock,Communication Services,XLC,yfinance,
LBRDK,stock,Communication Services,XLC,yfinance,
LBTYA,stock,Communication Services,XLC,yfinance,
LBTYK,stock,Communication Services,XLC,yfinance,
LC,stock,Financials,XLF,yfinance,
LCI,stock,Health Care,XLV,llm,
LCID,stock,Consumer Discretionary,XLY,yfinance,
LCII,stock,Consumer Discretionary,XLY,yfinance,
LCUT,stock,Consumer Discretionary,XLY,yfinance,
LDL,stock,Industrials,XLI,llm,
LDNXF,stock,Financials,XLF,yfinance,
LDOS,stock,Information Technology,XLK,yfinance,
LDP,stock,Financials,XLF,yfinance,
LDR,stock,Health Care,XLV,llm,
LEA,stock,Consumer Discretionary,XLY,yfinance,
LEARQ,stock,Consumer Discretionary,XLY,llm,
LECO,stock,Industrials,XLI,yfinance,
LEE,stock,Communication Services,XLC,yfinance,
LEG,stock,Consumer Discretionary,XLY,yfinance,
LEN,stock,Consumer Discretionary,XLY,yfinance,
LEN-B,stock,Consumer Discretionary,XLY,yfinance,
LESL,stock,Consumer Discretionary,XLY,yfinance,
LEVI,stock,Consumer Discretionary,XLY,yfinance,
LEXEA,unknown,,,none,
LFUS,stock,Information Technology,XLK,yfinance,
LG,stock,Utilities,XLU,llm,
LGCY,stock,Consumer Staples,XLP,yfinance,
LGF-A,stock,Communication Services,XLC,llm,
LGF-B,stock,Communication Services,XLC,llm,
LGFA,stock,Communication Services,XLC,llm,
LGI,stock,Financials,XLF,yfinance,
LGIH,stock,Consumer Discretionary,XLY,yfinance,
LGN,stock,Industrials,XLI,yfinance,
LGND,stock,Health Care,XLV,yfinance,
LGP,stock,Energy,XLE,llm,
LGRDY,stock,Industrials,XLI,yfinance,
LH,stock,Health Care,XLV,yfinance,
LHCG,stock,Health Care,XLV,llm,
LHX,stock,Industrials,XLI,yfinance,
LI,stock,Consumer Discretionary,XLY,yfinance,
LII,stock,Industrials,XLI,yfinance,
LILA,stock,Communication Services,XLC,yfinance,
LIN,stock,Materials,XLB,yfinance,
LINE,stock,Real Estate,XLRE,yfinance,
LION,stock,Financials,XLF,llm,
LITE,stock,Information Technology,XLK,yfinance,
LITP,stock,Materials,XLB,llm,
LKQ,stock,Consumer Discretionary,XLY,yfinance,
LKSD,stock,Consumer Discretionary,XLY,llm,
LL,stock,Consumer Discretionary,XLY,llm,
LLDTF,stock,Financials,XLF,yfinance,
LLESY,stock,Real Estate,XLRE,yfinance,
LLL,stock,Industrials,XLI,llm,
LLTC,stock,Information Technology,XLK,llm,
LLTI,stock,Communication Services,XLC,llm,
LLY,stock,Health Care,XLV,yfinance,
LLYVA,stock,Communication Services,XLC,yfinance,
LLYVK,stock,Communication Services,XLC,yfinance,
LM,stock,Financials,XLF,llm,
LMACU,unknown,,,none,
LMCA,stock,Communication Services,XLC,llm,
LMCK,stock,Communication Services,XLC,llm,
LMFAU,stock,Financials,XLF,llm,
LMGEX,unknown,,,none,
LMND,stock,Financials,XLF,yfinance,
LMRK,stock,Energy,XLE,llm,
LMST,stock,Financials,XLF,llm,
LMT,stock,Industrials,XLI,yfinance,
LN,stock,Financials,XLF,llm,
LNC,stock,Financials,XLF,yfinance,
LNCB,stock,Financials,XLF,llm,
LNCE,stock,Consumer Staples,XLP,llm,
LNCO,stock,Energy,XLE,llm,
LNCOQ,stock,Energy,XLE,llm,
LNDC,stock,Consumer Staples,XLP,llm,
LNEGY,stock,Energy,XLE,llm,
LNG,stock,Energy,XLE,yfinance,
LNKD,stock,Communication Services,XLC,llm,
LNN,stock,Industrials,XLI,yfinance,
LNT,stock,Utilities,XLU,yfinance,
LNTH,stock,Health Care,XLV,yfinance,
LNVGY,stock,Information Technology,XLK,yfinance,
LNXW,stock,Information Technology,XLK,llm,
LO,stock,Consumer Staples,XLP,llm,
LOCK,stock,Information Technology,XLK,llm,
LOCM,stock,Communication Services,XLC,yfinance,
LOGI,stock,Information Technology,XLK,yfinance,
LOGM,stock,Information Technology,XLK,llm,
LOLI,unknown,,,none,
LOPE,stock,Consumer Staples,XLP,yfinance,
LOTZ,stock,Consumer Discretionary,XLY,llm,
LOW,stock,Consumer Discretionary,XLY,yfinance,
LPI,stock,Energy,XLE,llm,
LPLA,stock,Financials,XLF,yfinance,
LPSN,stock,Information Technology,XLK,yfinance,
LPT,stock,Real Estate,XLRE,llm,
LPX,stock,Industrials,XLI,yfinance,
LQ,stock,Consumer Discretionary,XLY,llm,
LQD,etf_broad,,LQD,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
LQDT,stock,Consumer Discretionary,XLY,yfinance,
LRCX,stock,Information Technology,XLK,yfinance,
LRLCY,stock,Consumer Staples,XLP,yfinance,
LRLSQ,stock,Consumer Discretionary,XLY,llm,
LRN,stock,Consumer Staples,XLP,yfinance,
LRNZ,stock,Information Technology,XLK,llm,
LSCC,stock,Information Technology,XLK,yfinance,
LSI,stock,Information Technology,XLK,llm,
LSRCY,stock,Information Technology,XLK,yfinance,
LSTR,stock,Industrials,XLI,yfinance,
LSXMA,stock,Communication Services,XLC,llm,
LSXMK,stock,Communication Services,XLC,llm,
LSXMR,stock,Communication Services,XLC,llm,
LSYIX,unknown,,,none,
LTC,stock,Real Estate,XLRE,yfinance,
LTD,stock,Consumer Discretionary,XLY,llm,
LTGHY,stock,Health Care,XLV,yfinance,
LTHM,stock,Materials,XLB,llm,
LTRPA,stock,Communication Services,XLC,llm,
LTRPB,stock,Communication Services,XLC,llm,
LTXB,stock,Financials,XLF,llm,
LUBFX,unknown,,,none,
LUBYX,unknown,,,none,
LUK,stock,Financials,XLF,llm,
LUKOY,stock,Energy,XLE,llm,
LULU,stock,Consumer Discretionary,XLY,yfinance,
LUMN,stock,Communication Services,XLC,yfinance,
LUV,stock,Industrials,XLI,yfinance,
LVLT,stock,Communication Services,XLC,llm,
LVMHF,stock,Consumer Discretionary,XLY,yfinance,
LVMUY,stock,Consumer Discretionary,XLY,yfinance,
LVNTA,stock,Communication Services,XLC,llm,
LVS,stock,Consumer Discretionary,XLY,yfinance,
LW,stock,Consumer Staples,XLP,yfinance,
LXFR,stock,Industrials,XLI,yfinance,
LXFT,stock,Health Care,XLV,llm,
LXP,stock,Real Estate,XLRE,yfinance,
LYB,stock,Materials,XLB,yfinance,
LYFT,stock,Information Technology,XLK,yfinance,
LYG,stock,Financials,XLF,yfinance,
LYSFF,stock,Consumer Staples,XLP,yfinance,
LYV,stock,Communication Services,XLC,yfinance,
LZ,stock,Industrials,XLI,yfinance,
LZAGY,stock,Health Care,XLV,yfinance,
LZB,stock,Consumer Discretionary,XLY,yfinance,
M,stock,Consumer Discretionary,XLY,yfinance,
MA,stock,Financials,XLF,yfinance,
MAA,stock,Real Estate,XLRE,yfinance,
MAC,stock,Real Estate,XLRE,yfinance,
MACM,stock,Communication Services,XLC,llm,
MAG,stock,Materials,XLB,llm,
MAGN,stock,Consumer Staples,XLP,yfinance,
MAIIX,unknown,,,none,
MAIN,stock,Financials,XLF,yfinance,
MAIPX,unknown,,,none,
MALOX,unknown,,,none,
MAMA,stock,Consumer Staples,XLP,yfinance,
MAN,stock,Industrials,XLI,yfinance,
MANH,stock,Information Technology,XLK,yfinance,
MANT,stock,Industrials,XLI,llm,
MAR,stock,Consumer Discretionary,XLY,yfinance,
MARK,stock,Information Technology,XLK,yfinance,
MAS,stock,Industrials,XLI,yfinance,
MASI,stock,Health Care,XLV,yfinance,
MAT,stock,Consumer Discretionary,XLY,yfinance,
MATX,stock,Industrials,XLI,yfinance,
MAXD,stock,Information Technology,XLK,llm,
MAXR,stock,Industrials,XLI,llm,
MBB,etf_broad,,MBB,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
MBC,stock,Consumer Discretionary,XLY,yfinance,
MBFI,stock,Financials,XLF,llm,
MBFJF,stock,Financials,XLF,yfinance,
MBGYY,stock,Consumer Discretionary,XLY,yfinance,
MBLY,stock,Consumer Discretionary,XLY,yfinance,
MBXIX,unknown,,,none,
MC,stock,Financials,XLF,yfinance,
MCC,stock,Financials,XLF,llm,
MCD,stock,Consumer Discretionary,XLY,yfinance,
MCDT,unknown,,,none,
MCHP,stock,Information Technology,XLK,yfinance,
MCHPP,stock,Information Technology,XLK,yfinance,
MCK,stock,Health Care,XLV,yfinance,
MCO,stock,Financials,XLF,yfinance,
MCON,stock,Industrials,XLI,llm,
MCP,stock,Materials,XLB,llm,
MCS,stock,Communication Services,XLC,yfinance,
MCVT,unknown,,,none,
MD,stock,Health Care,XLV,yfinance,
MDA,stock,Industrials,XLI,yfinance,
MDB,stock,Information Technology,XLK,yfinance,
MDC,stock,Consumer Discretionary,XLY,llm,
MDCA,stock,Communication Services,XLC,llm,
MDDVX,unknown,,,none,
MDGL,stock,Health Care,XLV,yfinance,
MDGS,stock,Health Care,XLV,llm,
MDIBY,stock,Financials,XLF,yfinance,
MDLG,unknown,,,none,
MDLY,stock,Financials,XLF,llm,
MDLZ,stock,Consumer Staples,XLP,yfinance,
MDNDF,stock,Consumer Discretionary,XLY,yfinance,
MDP,stock,Communication Services,XLC,llm,
MDRX,stock,Health Care,XLV,yfinance,
MDSO,stock,Health Care,XLV,llm,
MDT,stock,Health Care,XLV,yfinance,
MDU,stock,Utilities,XLU,yfinance,
MDVN,stock,Health Care,XLV,llm,
MDXG,stock,Health Care,XLV,yfinance,
MDY,etf_broad,,MDY,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
MEAS,stock,Information Technology,XLK,llm,
MEAT,stock,Consumer Staples,XLP,llm,
MED,stock,Consumer Discretionary,XLY,yfinance,
MEDP,stock,Health Care,XLV,yfinance,
MEG,stock,Industrials,XLI,yfinance,
MELI,stock,Consumer Discretionary,XLY,yfinance,
MEMP,stock,Energy,XLE,llm,
MEOH,stock,Materials,XLB,yfinance,
MERQ,stock,Information Technology,XLK,llm,
MET,stock,Financials,XLF,yfinance,
META,stock,Communication Services,XLC,yfinance,
METCL,stock,Financials,XLF,llm,
MFA,stock,Real Estate,XLRE,yfinance,
MFAN,unknown,,,none,
MFC,stock,Financials,XLF,yfinance,
MFCDX,unknown,,,none,
MFG,stock,Financials,XLF,yfinance,
MFGP,stock,Information Technology,XLK,llm,
MFH,unknown,,,none,
MFRM,stock,Consumer Discretionary,XLY,llm,
MG,stock,Industrials,XLI,yfinance,
MGA,stock,Consumer Discretionary,XLY,yfinance,
MGDDY,stock,Consumer Staples,XLP,llm,
MGEMX,unknown,,,none,
MGI,stock,Financials,XLF,llm,
MGK,stock,Information Technology,XLK,llm,
MGLN,stock,Health Care,XLV,llm,
MGM,stock,Consumer Discretionary,XLY,yfinance,
MGP,stock,Real Estate,XLRE,llm,
MGPI,stock,Consumer Staples,XLP,yfinance,
MGRC,stock,Industrials,XLI,yfinance,
MGU,stock,Utilities,XLU,llm,
MGY,stock,Energy,XLE,yfinance,
MGYOY,stock,Energy,XLE,yfinance,
MHFI,stock,Financials,XLF,llm,
MHGVY,stock,Consumer Staples,XLP,yfinance,
MHK,stock,Consumer Discretionary,XLY,yfinance,
MHLD,stock,Financials,XLF,llm,
MHVIY,stock,Industrials,XLI,yfinance,
MHVYF,stock,Industrials,XLI,yfinance,
MIAM,unknown,,,none,
MIAX,stock,Financials,XLF,yfinance,
MIC,stock,Industrials,XLI,llm,
MICC,stock,Consumer Staples,XLP,yfinance,
MICRD,unknown,,,none,
MIDD,stock,Industrials,XLI,yfinance,
MIE,stock,Energy,XLE,llm,
MIELY,stock,Industrials,XLI,yfinance,
MIK,stock,Consumer Discretionary,XLY,llm,
MINI,stock,Industrials,XLI,llm,
MIR,stock,Industrials,XLI,yfinance,
MITEY,stock,Real Estate,XLRE,yfinance,
MITK,stock,Information Technology,XLK,yfinance,
MITL,stock,Information Technology,XLK,llm,
MITSY,stock,Industrials,XLI,yfinance,
MITY,stock,Industrials,XLI,llm,
MIXT,stock,Information Technology,XLK,llm,
MJCO,unknown,,,none,
MJDLF,stock,Materials,XLB,yfinance,
MJN,stock,Consumer Staples,XLP,llm,
MJNA,stock,Health Care,XLV,yfinance,
MKC,stock,Consumer Staples,XLP,yfinance,
MKKGY,stock,Health Care,XLV,yfinance,
MKL,stock,Financials,XLF,yfinance,
MKSI,stock,Information Technology,XLK,yfinance,
MKTAY,stock,Industrials,XLI,yfinance,
MKTX,stock,Financials,XLF,yfinance,
MLCO,stock,Consumer Discretionary,XLY,yfinance,
MLGO,stock,Information Technology,XLK,yfinance,
MLHR,stock,Industrials,XLI,llm,
MLKN,stock,Consumer Discretionary,XLY,yfinance,
MLM,stock,Materials,XLB,yfinance,
MLOG,stock,Real Estate,XLRE,llm,
MLPA,stock,Energy,XLE,llm,
MLPI,stock,Energy,XLE,llm,
MLPN,stock,Energy,XLE,llm,
MLPRX,unknown,,,none,
MLPX,stock,Energy,XLE,llm,
MLYNF,stock,Financials,XLF,yfinance,
MMC,stock,Financials,XLF,llm,
MMHIX,unknown,,,none,
MMLP,stock,Energy,XLE,yfinance,
MMM,stock,Industrials,XLI,yfinance,
MMP,stock,Energy,XLE,llm,
MMS,stock,Industrials,XLI,yfinance,
MMSI,stock,Health Care,XLV,yfinance,
MN,stock,Financials,XLF,llm,
MNDT,stock,Information Technology,XLK,llm,
MNDY,stock,Information Technology,XLK,yfinance,
MNK,stock,Health Care,XLV,llm,
MNRL,stock,Energy,XLE,llm,
MNRO,stock,Consumer Discretionary,XLY,yfinance,
MNST,stock,Consumer Staples,XLP,yfinance,
MNTA,stock,Health Care,XLV,llm,
MO,stock,Consumer Staples,XLP,yfinance,
MOAT,unknown,,,none,
MOBX,stock,Information Technology,XLK,yfinance,
MOCO,unknown,,,none,
MODN,stock,Information Technology,XLK,llm,
MOG-A,stock,Industrials,XLI,yfinance,
MOH,stock,Health Care,XLV,yfinance,
MON,stock,Materials,XLB,llm,
MONOY,stock,Consumer Discretionary,XLY,yfinance,
MOO,stock,Materials,XLB,llm,
MORN,stock,Financials,XLF,yfinance,
MOS,stock,Materials,XLB,yfinance,
MP,stock,Materials,XLB,yfinance,
MPC,stock,Energy,XLE,yfinance,
MPET,stock,Energy,XLE,llm,
MPLN,stock,Health Care,XLV,llm,
MPLX,stock,Energy,XLE,yfinance,
MPW,stock,Real Estate,XLRE,llm,
MPWR,stock,Information Technology,XLK,yfinance,
MPX,stock,Consumer Discretionary,XLY,yfinance,
MQBKY,stock,Financials,XLF,yfinance,
MRAAY,stock,Information Technology,XLK,yfinance,
MRC,stock,Industrials,XLI,llm,
MRD,stock,Energy,XLE,llm,
MRET,stock,Real Estate,XLRE,llm,
MRH,stock,Financials,XLF,llm,
MRIN,stock,Communication Services,XLC,llm,
MRK,stock,Health Care,XLV,yfinance,
MRKT,stock,Financials,XLF,llm,
MRLN,stock,Industrials,XLI,yfinance,
MRNA,stock,Health Care,XLV,yfinance,
MRO,stock,Energy,XLE,llm,
MRP,stock,Real Estate,XLRE,yfinance,
MRSH,stock,Financials,XLF,yfinance,
MRT,stock,Information Technology,XLK,yfinance,
MRTX,stock,Health Care,XLV,llm,
MRVI,stock,Health Care,XLV,yfinance,
MRVL,stock,Information Technology,XLK,yfinance,
MRWSY,stock,Industrials,XLI,llm,
MS,stock,Financials,XLF,yfinance,
MSA,stock,Industrials,XLI,yfinance,
MSACX,unknown,,,none,
MSADY,stock,Financials,XLF,yfinance,
MSAI,stock,Information Technology,XLK,yfinance,
MSB,stock,Materials,XLB,yfinance,
MSBHY,stock,Financials,XLF,llm,
MSCI,stock,Financials,XLF,yfinance,
MSDA,unknown,,,none,
MSFT,stock,Information Technology,XLK,yfinance,
MSG,stock,Communication Services,XLC,llm,
MSI,stock,Information Technology,XLK,yfinance,
MSLOY,stock,Industrials,XLI,yfinance,
MSM,stock,Industrials,XLI,yfinance,
MSSMY,stock,Industrials,XLI,yfinance,
MSTR,stock,Information Technology,XLK,yfinance,
MSTY,stock,Financials,XLF,llm,
MT,stock,Materials,XLB,yfinance,
MTAGF,stock,Consumer Discretionary,XLY,yfinance,
MTB,stock,Financials,XLF,yfinance,
MTBC,stock,Health Care,XLV,llm,
MTBL,unknown,,,none,
MTCH,stock,Communication Services,XLC,yfinance,
MTCIX,unknown,,,none,
MTD,stock,Health Care,XLV,yfinance,
MTDR,stock,Energy,XLE,yfinance,
MTG,stock,Financials,XLF,yfinance,
MTH,stock,Consumer Discretionary,XLY,yfinance,
MTHRY,stock,Health Care,XLV,yfinance,
MTN,stock,Consumer Discretionary,XLY,yfinance,
MTSC,stock,Industrials,XLI,llm,
MTSFY,stock,Real Estate,XLRE,yfinance,
MTSI,stock,Information Technology,XLK,yfinance,
MTU,stock,Financials,XLF,llm,
MTUAY,stock,Industrials,XLI,yfinance,
MTUM,etf_broad,,MTUM,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
MTW,stock,Industrials,XLI,yfinance,
MTX,stock,Materials,XLB,yfinance,
MTZ,stock,Industrials,XLI,yfinance,
MTZPY,stock,Utilities,XLU,llm,
MU,stock,Information Technology,XLK,yfinance,
MUA,stock,Financials,XLF,yfinance,
MUB,etf_broad,,MUB,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
MUFG,stock,Financials,XLF,yfinance,
MUNI,unknown,,,none,
MUR,stock,Energy,XLE,yfinance,
MURGY,stock,Financials,XLF,yfinance,
MUSA,stock,Consumer Discretionary,XLY,yfinance,
MVBF,stock,Financials,XLF,yfinance,
MWA,stock,Industrials,XLI,yfinance,
MWE,stock,Energy,XLE,llm,
MWIV,unknown,,,none,
MWO,stock,Utilities,XLU,llm,
MX,stock,Information Technology,XLK,yfinance,
MXA,unknown,,,none,
MXIM,stock,Information Technology,XLK,llm,
MXL,stock,Information Technology,XLK,yfinance,
MXWL,stock,Industrials,XLI,llm,
MYE,stock,Consumer Discretionary,XLY,yfinance,
MYL,stock,Health Care,XLV,llm,
MYRG,stock,Industrials,XLI,yfinance,
MZDAY,stock,Consumer Discretionary,XLY,yfinance,
MZOR,stock,Health Care,XLV,llm,
NABL,stock,Information Technology,XLK,yfinance,
NABZY,stock,Financials,XLF,yfinance,
NAIT,unknown,,,none,
NAN,stock,Financials,XLF,yfinance,
NAT,stock,Energy,XLE,yfinance,
NATI,stock,Information Technology,XLK,llm,
NATL,stock,Information Technology,XLK,yfinance,
NAVI,stock,Financials,XLF,yfinance,
NBGIX,unknown,,,none,
NBHC,stock,Financials,XLF,yfinance,
NBIX,stock,Health Care,XLV,yfinance,
NBL,stock,Energy,XLE,llm,
NBLX,stock,Energy,XLE,llm,
NBN,stock,Financials,XLF,yfinance,
NBR,stock,Energy,XLE,yfinance,
NCBDY,stock,Consumer Discretionary,XLY,yfinance,
NCC,stock,Financials,XLF,llm,
NCLH,stock,Consumer Discretionary,XLY,yfinance,
NCLTY,stock,Consumer Discretionary,XLY,yfinance,
NCMGF,stock,Materials,XLB,llm,
NCMGY,stock,Materials,XLB,llm,
NCMV,unknown,,,none,
NCR,stock,Information Technology,XLK,llm,
NDAQ,stock,Financials,XLF,yfinance,
NDBKY,stock,Financials,XLF,yfinance,
NDEKY,stock,Materials,XLB,yfinance,
NDRE,unknown,,,none,
NDSN,stock,Industrials,XLI,yfinance,
NDZ,unknown,,,none,
NE,stock,Energy,XLE,yfinance,
NEE,stock,Utilities,XLU,yfinance,
NEM,stock,Materials,XLB,yfinance,
NEO,stock,Health Care,XLV,yfinance,
NEOG,stock,Health Care,XLV,yfinance,
NEOT,stock,Health Care,XLV,llm,
NEP,stock,Utilities,XLU,llm,
NES,stock,Energy,XLE,llm,
NESC,stock,Energy,XLE,llm,
NESR,stock,Energy,XLE,yfinance,
NET,stock,Information Technology,XLK,yfinance,
NETE,stock,Information Technology,XLK,llm,
NEU,stock,Materials,XLB,yfinance,
NEWR,stock,Information Technology,XLK,llm,
NEWT,stock,Financials,XLF,yfinance,
NEX,stock,Energy,XLE,llm,
NEXOY,stock,Communication Services,XLC,yfinance,
NFE,stock,Energy,XLE,yfinance,
NFG,stock,Energy,XLE,yfinance,
NFLX,stock,Communication Services,XLC,yfinance,
NFX,stock,Energy,XLE,llm,
NGAU,stock,Materials,XLB,llm,
NGD,stock,Materials,XLB,llm,
NGEN,stock,Health Care,XLV,yfinance,
NGG,stock,Utilities,XLU,yfinance,
NGHC,stock,Financials,XLF,llm,
NGIPX,unknown,,,none,
NGL,stock,Energy,XLE,yfinance,
NGLS,stock,Energy,XLE,llm,
NGM,stock,Health Care,XLV,llm,
NGS,stock,Energy,XLE,yfinance,
NGVT,stock,Materials,XLB,yfinance,
NHF,stock,Financials,XLF,llm,
NHI,stock,Real Estate,XLRE,yfinance,
NHLD,stock,Financials,XLF,llm,
NI,stock,Utilities,XLU,yfinance,
NICE,stock,Information Technology,XLK,yfinance,
NID,unknown,,,none,
NILSY,stock,Industrials,XLI,llm,
NINOY,stock,Consumer Discretionary,XLY,yfinance,
NIO,stock,Consumer Discretionary,XLY,yfinance,
NJ,unknown,,,none,
NJDCY,stock,Industrials,XLI,yfinance,
NJR,stock,Utilities,XLU,yfinance,
NKE,stock,Consumer Discretionary,XLY,yfinance,
NKLA,stock,Industrials,XLI,llm,
NKTR,stock,Health Care,XLV,yfinance,
NLC,unknown,,,none,
NLOK,stock,Information Technology,XLK,llm,
NLSN,stock,Industrials,XLI,llm,
NLY,stock,Real Estate,XLRE,yfinance,
NMC,stock,Health Care,XLV,llm,
NMFC,stock,Financials,XLF,yfinance,
NMFS,unknown,,,none,
NMIH,stock,Financials,XLF,yfinance,
NML,stock,Financials,XLF,yfinance,
NMM,stock,Industrials,XLI,yfinance,
NMR,stock,Financials,XLF,yfinance,
NMRK,stock,Real Estate,XLRE,yfinance,
NMT,stock,Financials,XLF,yfinance,
NMVZX,unknown,,,none,
NN,stock,Information Technology,XLK,yfinance,
NNBR,stock,Industrials,XLI,yfinance,
NNGPF,stock,Financials,XLF,yfinance,
NNGRY,stock,Financials,XLF,yfinance,
NNN,stock,Real Estate,XLRE,yfinance,
NNVC,stock,Health Care,XLV,yfinance,
NOAH,stock,Financials,XLF,yfinance,
NOC,stock,Industrials,XLI,yfinance,
NOG,stock,Energy,XLE,yfinance,
NOK,stock,Information Technology,XLK,yfinance,
NOKBF,stock,Information Technology,XLK,yfinance,
NOLD,unknown,,,none,
NOTV,stock,Health Care,XLV,yfinance,
NOV,stock,Energy,XLE,yfinance,
NOVT,stock,Information Technology,XLK,yfinance,
NOW,stock,Information Technology,XLK,yfinance,
NP,stock,Materials,XLB,audit,Neenah Paper 2014-2020 (recyclage : yfinance renvoyait l occupant actuel)
NPAB,stock,Health Care,XLV,llm,
NPK,stock,Industrials,XLI,yfinance,
NPO,stock,Industrials,XLI,yfinance,
NPPNY,stock,Health Care,XLV,yfinance,
NPSND,unknown,,,none,
NPSNY,stock,Consumer Discretionary,XLY,yfinance,
NPTN,stock,Information Technology,XLK,llm,
NRBAY,stock,Financials,XLF,llm,
NRDBY,stock,Financials,XLF,yfinance,
NRDY,stock,Information Technology,XLK,yfinance,
NRE,stock,Real Estate,XLRE,llm,
NRF,stock,Real Estate,XLRE,llm,
NRG,stock,Utilities,XLU,yfinance,
NRILY,stock,Information Technology,XLK,yfinance,
NRP,stock,Energy,XLE,yfinance,
NRZ,stock,Real Estate,XLRE,llm,
NS,stock,Energy,XLE,llm,
NSA,stock,Real Estate,XLRE,yfinance,
NSAM,stock,Real Estate,XLRE,llm,
NSANY,stock,Consumer Discretionary,XLY,yfinance,
NSC,stock,Industrials,XLI,yfinance,
NSIT,stock,Information Technology,XLK,yfinance,
NSP,stock,Industrials,XLI,yfinance,
NSR,stock,Real Estate,XLRE,llm,
NSRGY,stock,Consumer Staples,XLP,yfinance,
NST,stock,Consumer Staples,XLP,llm,
NSTS,stock,Financials,XLF,yfinance,
NTAP,stock,Information Technology,XLK,yfinance,
NTBKQ,stock,Financials,XLF,llm,
NTCT,stock,Information Technology,XLK,yfinance,
NTDMF,stock,Communication Services,XLC,llm,
NTDOF,stock,Communication Services,XLC,yfinance,
NTDOY,stock,Communication Services,XLC,yfinance,
NTDTY,stock,Communication Services,XLC,llm,
NTES,stock,Communication Services,XLC,yfinance,
NTEST,unknown,,,none,
NTI,stock,Energy,XLE,llm,
NTK,stock,Industrials,XLI,llm,
