representative_name,stock_name,buy_sell_flag,purchase_date,notification_date,invested_amount,min_amount,max_amount,transaction_year,ticker
GoldmanDaniel,Spire Inc. (SR) [ST],S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,SSE Plc Sponsored ADR (SSEZY) [ST], S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,State Street Corporation (STT) [ST],S,2023-07-12,08/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Stellantis N.V. Common Shares, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,STMicroelectronics N.V. (STM) [ST],S,2023-07-10,08/04/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,Sumitomo Chemical Co Ltd, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Sumitomo Electric Industries Ltd,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Sumitomo Mitsui Financial Group Inc, S ,2023-07-10,08/04/2023," $50,001 - \$1000001986",50001.0,100000.0,2023.0,
GoldmanDaniel,"Sumitomo Mitsui Trust Holdings, Inc.",S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Summit Hotel Properties, Inc. (INN)", S ,2023-07-12,08/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Sun Hung Kai Pptys Ltd Ord,S,2023-07-10,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,"Sunstone Hotel Investors, Inc.", S ,2023-07-12,08/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,Suntory Beverage & Food Ltd,S,2023-07-10,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Suzuki Motor Corp Unsponsored ADR, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Svenska Handelsbanken Unsponsored,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Swedbank AB Sponsored ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Swire Pacific Ltd Sponsored ADR,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Swiss Re Ltd Sponsored ADR (SSREY), S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Swisscom AG (SCMWY) [ST],S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Symrise Ag Unsponsored ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Sysco Corporation (SYY) [ST],S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Sysmex Corporation Unsponsored, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Taiwan Semiconductor Manufacturing,S,2023-07-10,08/04/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,TSM
GoldmanDaniel,Takeda Pharmaceutical Company, S ,2023-07-10,08/04/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
GoldmanDaniel,"Tandem Diabetes Care, Inc. (TNDM)",S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Tanger Factory Outlet Centers, Inc.", S ,2023-07-12,08/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,TDK Corporation (TTDKY) [ST],S,2023-07-10,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,TE Connectivity Ltd. New Switzerland, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,TE Connectivity Ltd. New Switzerland,S,2023-07-14,08/07/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Techtronic Industries Company Ltd, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Teleflex Incorporated (TFX) [ST],S,2023-07-12,08/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Telefonica SA (TEF) [ST], S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Telenor ASA American Depositary,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Teleperformance Unsponsored ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,TELSTRA GROUP LTD S/ADR,S,2023-07-10,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Temenos Group AG SPONSORED, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Tencent Holdings Limited,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Terna Rete Elettrica Nazionale SPA, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Terumo Corp Unsponsored ADR,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,THE CITY OF NEW YORK GO, S ,2023-07-11,08/08/2023," $100,001 - \$50000080128",100001.0,250000.0,2023.0,
GoldmanDaniel,The Kraft Heinz Company (KHC) [ST],S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Thermo Fisher Scientific Inc (TMO), S ,2023-07-12,08/09/2023," $50,001 - \$10000019863",50001.0,100000.0,2023.0,
GoldmanDaniel,"Thor Industries, Inc. (THO) [ST]",S,2023-07-14,08/07/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,THYSSENKRUPP AG S/ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"T-Mobile US, Inc. (TMUS) [ST]",S,2023-07-14,08/07/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,TMUS
GoldmanDaniel,"T-Mobile US, Inc. (TMUS) [ST]", S ,2023-07-12,08/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,TMUS
GoldmanDaniel,"Tokio Marine Holdings, Inc.",S,2023-07-10,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Tokyo Electron Ltd Unsponsored ADR, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Toray Industries Inc ADR (TRYIY),S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Toto Ltd Ord American Depositary, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Toyota Motor Corporation (TM) [ST],S,2023-07-10,08/04/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,Trane Technologies plc (TT) [ST], S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,TT
GoldmanDaniel,Trend Micro Incorporated American,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,TRIBOROUGH BRDG & TUNL AUTH, S ,2023-07-11,08/08/2023," $250,001 - \$51115285000001986",250001.0,500000.0,2023.0,
GoldmanDaniel,"TripAdvisor, Inc. (TRIP) [ST]",S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Truist Financial Corporation (TFC), S ,2023-07-12,08/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,"Tyson Foods, Inc. (TSN) [ST]",S,2023-07-14,08/07/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,U.S. Bancorp (USB) [ST], S ,2023-07-12,08/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,UBS Group AG Registered Ordinary,S,2023-07-10,08/04/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,UBS
GoldmanDaniel,UCB Unsponsored ADR (UCBJY) [ST], S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"UDR, Inc. (UDR) [ST]",S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Umicore Group Unsponsored ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Unilever PLC (UL) [ST],S,2023-07-10,08/04/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,United Overseas Bk Singapore, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"United Parcel Service, Inc. (UPS) [ST]",S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"United Rentals, Inc. (URI) [ST]", S ,2023-07-12,08/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,United Utilities Group Plc Sponsored,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,UnitedHealth Group Incorporated, S ,2023-07-12,08/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,UNH
GoldmanDaniel,UPM KYMMENE CORP UNSP/ADR,S,2023-07-10,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,UPPER MOHAWK VY REGL WTR, S ,2023-07-11,08/08/2023," $100,001 - \$504013025000020231986",100001.0,250000.0,2023.0,
GoldmanDaniel,Urban Edge Properties Common,S,2023-07-12,08/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Urstadt Biddle Properties Inc. (UBA), S ,2023-07-12,08/09/2023," $15,001 - \$5000019863",15001.0,50000.0,2023.0,
GoldmanDaniel,Valaris Limited Common Shares,S,2023-06-29,08/01/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,VAT GROUP AG UNSP/ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,"Ventas, Inc. (VTR) [ST]",S,2023-07-14,08/07/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,VEOLIA ENVIRONNEMENT ADR, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,Verizon Communications Inc. (VZ),S,2023-07-12,08/09/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,Vinci SA ADR (VCISY) [ST], S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,VCISY
GoldmanDaniel,Vodafone Group Plc - American,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,VOLKSWAGEN AG PFD UNS/ADR, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,VOLKSWAGEN AG UNSP/ADR,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,VOLVO AB UNSP/ADR (VLVLY) [ST], S ,2023-07-10,08/04/2023," $50,001 - \$1000001986",50001.0,100000.0,2023.0,
GoldmanDaniel,Welltower Inc. (WELL) [ST],S,2023-07-12,08/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,WEST HEMPSTEAD N Y UN FREE, S ,2023-07-11,08/08/2023," $100,001 - \$506012925000020231986",100001.0,250000.0,2023.0,
GoldmanDaniel,West Japan Railway Co Unsponsored,S,2023-07-10,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,Wheaton Precious Metals Corp, S ,2023-07-12,08/09/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
GoldmanDaniel,WILLIAM FLOYD UN FREE SCH,S,2023-07-11,08/08/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GoldmanDaniel,WORLDLINE SA UNSP/ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,WPP plc American Depositary Shares,S,2023-07-10,08/04/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
GoldmanDaniel,YAMAHA MOTOR CO UNSP/ADR, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Yara International ASA Sponsored,S,2023-07-10,08/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Yaskawa Electric Corp Unsponsored, S ,2023-07-10,08/04/2023," $15,001 - \$500001986",15001.0,50000.0,2023.0,
GoldmanDaniel,"Yum China Holdings, Inc. (YUMC)",S,2023-07-12,08/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,ZALANDO SE UNSP/ADR (ZLNDY), S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Zoetis Inc. Class A (ZTS) [ST],S,2023-07-14,08/07/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,Zurich Insurance Group Limited, S ,2023-07-10,08/04/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,SIG GROUP AG UNSP/ADR (SIGCY), S ,2023-08-03,09/12/2023," $1,001 - \$1500019861986",1001.0,15000.0,2023.0,
GoldmanDaniel,Wolters Kluwer N V Ord American,S,2023-08-03,09/12/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Amgen Inc. (AMGN) [ST], P ,2022-12-09,01/04/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
GottheimerJosh,"Automatic Data Processing, Inc.",P,2022-12-20,01/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
GottheimerJosh,Blackstone Inc. (BX) [ST], S  (partial),2022-12-05,01/04/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
GottheimerJosh,Eli Lilly and Company (LLY) [ST],P,2022-12-07,01/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
GottheimerJosh,Fidelity National Information, P ,2022-12-01,01/04/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,FIS
GottheimerJosh,"Halozyme Therapeutics, Inc. (HALO)",S (partial),2022-12-06,01/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
GottheimerJosh,Insmed Incorporated (INSM) [ST], P ,2022-12-06,01/04/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
GottheimerJosh,Pharmaceutical GRP LTD (CSPCY),S (partial),2022-12-30,01/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
GottheimerJosh,Ritchie Bros. Auctioneers, S ,2022-12-06,01/04/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
GottheimerJosh,"Shoals Technologies Group, Inc. -",P,2022-12-06,01/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
GottheimerJosh,"Supernus Pharmaceuticals, Inc.", S  (partial),2022-12-23,01/04/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
GottheimerJosh,"Syneos Health, Inc. - Class A (SYNH)",S (partial),2022-12-06,01/04/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
GottheimerJosh,AbbVie Inc. (ABBV) [ST], S  (partial),2023-01-27,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,AbbVie Inc. (ABBV) [ST],S (partial),2023-01-20,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Adobe Inc. (ADBE) [ST], P ,2023-01-31,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Align Technology, Inc. (ALGN) [ST]",P,2023-01-27,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Allegro MicroSystems, Inc. (ALGM)", P ,2023-01-23,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Allianz SE ADR (ALIZY) [OT],S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Alphabet Inc. - Class C Capital Stock, S  (partial),2023-01-27,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,GOOG
GottheimerJosh,Alphabet Inc. - Class C Capital Stock,P,2023-01-20,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,GOOG
GottheimerJosh,Amgen Inc. (AMGN) [ST], S  (partial),2023-01-27,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Apple Inc. (AAPL) [ST],S (partial),2023-01-27,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Apple Inc. (AAPL) [ST], S  (partial),2023-01-20,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Apple Inc. (AAPL) [ST],S (partial),2023-01-13,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Apple Inc. (AAPL) [ST], P ,2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Automatic Data Processing, Inc.",P,2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Automatic Data Processing, Inc.", S  (partial),2023-01-17,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Automatic Data Processing, Inc.",S (partial),2023-01-31,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"AutoZone, Inc. (AZO) [ST]", S  (partial),2023-01-13,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,BHP Group Limited American,S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,BHP
GottheimerJosh,"BlackRock, Inc. (BLK) [ST]", S  (partial),2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Blackstone Inc. (BX) [ST],P,2023-01-27,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Block, Inc. Class A Common Stock,", P ,2023-01-20,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,XYZ
GottheimerJosh,"Block, Inc. Class A Common Stock,",P,2023-01-31,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,XYZ
GottheimerJosh,"Block, Inc. Class A Common Stock,", P ,2023-01-27,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,XYZ
GottheimerJosh,Capital One Financial Corporation,P,2023-01-27,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,COF
GottheimerJosh,Charles Schwab Corporation (SCHW), P ,2023-01-18,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,SCHW
GottheimerJosh,Cincinnati Financial Corporation,S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Cisco Systems, Inc. (CSCO) [ST]", S  (partial),2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Coca-Cola Company (KO) [ST],S (partial),2023-01-13,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,KO
GottheimerJosh,Coca-Cola Company (KO) [ST], S  (partial),2023-01-20,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,KO
GottheimerJosh,Coca-Cola Company (KO) [ST],S (partial),2023-01-31,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,KO
GottheimerJosh,ConocoPhillips (COP) [ST], P ,2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Dbs Group Holdings Ltd Ord,S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Deere & Company (DE) [ST], P ,2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Eli Lilly and Company (LLY) [ST],P,2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Eli Lilly and Company (LLY) [ST], S  (partial),2023-01-31,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Eli Lilly and Company (LLY) [ST],S (partial),2023-01-27,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Etsy, Inc. (ETSY) [ST]", P ,2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Exact Sciences Corporation (EXAS),P,2023-01-20,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Fastenal Company (FAST) [ST], S  (partial),2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Fidelity National Information,P,2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,FIS
GottheimerJosh,"Freeport-McMoRan, Inc. (FCX) [ST]", P ,2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Globus Medical, Inc. Class A (GMED)",S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"HCA Healthcare, Inc. (HCA) [ST]", S  (partial),2023-01-27,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Houlihan Lokey, Inc. Class A (HLI)",S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"HubSpot, Inc. (HUBS) [ST]", P ,2023-01-27,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"ICF International, Inc. (ICFI) [ST]",S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,International Business Machines, S  (partial),2023-01-20,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,IBM
GottheimerJosh,International Business Machines,S,2023-01-31,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,IBM
GottheimerJosh,International Business Machines, P ,2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,IBM
GottheimerJosh,Johnson & Johnson (JNJ) [ST],S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Lam Research Corporation (LRCX), S  (partial),2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,MACOM Technology Solutions,S (partial),2023-01-23,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,MTSI
GottheimerJosh,MACOM Technology Solutions, S  (partial),2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,MTSI
GottheimerJosh,Mastercard Incorporated (MA) [ST],P,2023-01-20,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,Mastercard Incorporated (MA) [ST], P ,2023-01-12,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Match Group, Inc. (MTCH) [ST]",P,2023-01-31,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,McKesson Corporation (MCK) [ST], S  (partial),2023-01-31,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"MercadoLibre, Inc. (MELI) [ST]",P,2023-01-31,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"MercadoLibre, Inc. (MELI) [ST]", P ,2023-01-17,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Merck & Company, Inc. Common",S (partial),2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,MRK
GottheimerJosh,"Meta Platforms, Inc. - Class A", P ,2023-01-31,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,META
GottheimerJosh,"Meta Platforms, Inc. - Class A",P,2023-01-27,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,META
GottheimerJosh,Microsoft Corporation (MSFT) [ST], S  (partial),2023-01-27,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Microsoft Corporation (MSFT) [OP],S,2023-01-04,02/06/2023,500001.0,,,2023.0,
GottheimerJosh,Microsoft Corporation (MSFT) [OP], S ,2023-01-04,02/06/2023," $500,001 - \$1000000",500001.0,1000000.0,2023.0,
GottheimerJosh,Microsoft Corporation (MSFT) [OP],S,2023-01-04,02/06/2023,"\$250,001 -\$500,000",250001.0,500000.0,2023.0,
GottheimerJosh,Microsoft Corporation (MSFT) [OP], P ,2023-01-04,02/06/2023," $500,001 - \$1000000",500001.0,1000000.0,2023.0,
GottheimerJosh,Microsoft Corporation (MSFT) [OP],P,2023-01-04,02/06/2023,"\$500,001 -\$1,000,000",500001.0,1000000.0,2023.0,
GottheimerJosh,Microsoft Corporation (MSFT) [OP], P ,2023-01-04,02/06/2023," $250,001 - \$500000",250001.0,500000.0,2023.0,
GottheimerJosh,Monster Beverage Corporation,P,2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,MSCI Inc (MSCI) [ST], S  (partial),2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Netflix, Inc. (NFLX) [ST]",P,2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Netflix, Inc. (NFLX) [ST]", P ,2023-01-20,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,Oracle Corporation (ORCL) [ST],P,2023-01-11,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Paychex, Inc. (PAYX) [ST]", S  (partial),2023-01-11,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
GottheimerJosh,"Rockwell Automation, Inc. (ROK)",P,2023-01-12,02/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GottheimerJosh,"Salesforce, Inc. (CRM) [ST]", P ,2023-01-13,02/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
