ticker,in_prices_v2,in_prices_holdings,in_prices
FWRG,1,0,1
FWWFX,0,1,0
FXAIX,0,1,0
FXB,1,0,1
FXC,1,0,1
FXD,1,0,1
FXE,1,0,0
FXF,1,0,0
FXG,1,0,1
FXH,1,0,1
FXI,1,0,1
FXIFX,0,1,0
FXL,0,1,0
FXN,1,0,1
FXNAX,0,1,0
FXO,0,1,0
FXP,1,0,1
FXR,0,1,0
FXU,0,1,0
FXZ,0,1,0
FYX,0,1,0
FZAHX,0,1,0
FZIIX,0,1,0
FZILX,0,1,0
FZIPX,0,1,0
FZOLX,0,1,0
FZOMX,0,1,0
FZROX,0,1,0
FZTKX,0,1,0
G,1,0,1
GABAX,0,1,0
GABCX,0,1,0
GABSX,0,1,0
GACIX,0,1,0
GAFFX,0,1,0
GAFNX,0,1,0
GAFYX,0,1,0
GAGCX,0,1,0
GAHPX,0,1,0
GAL,0,1,0
GAMR,1,0,1
GAOSX,0,1,0
GAP,1,0,1
GARIX,0,1,0
GARP,0,1,0
GARPF,1,0,1
GASNY,1,0,1
GATEX,0,1,0
GATX,1,0,1
GAUIX,0,1,0
GBCI,1,0,1
GBDC,1,0,1
GBERY,1,0,1
GBIL,1,0,1
GBLFX,0,1,0
GBONX,0,1,0
GBOOY,1,0,1
GBOSX,0,1,0
GBP,0,1,0
GBTC,1,0,1
GBX,1,0,1
GCBC,1,0,1
GCBLX,0,1,0
GCBUX,0,1,0
GCCUX,0,1,0
GCEQX,0,1,0
GCIIX,0,1,0
GCO,1,0,1
GCOW,0,1,0
GD,1,0,1
GDDY,1,0,1
GDEN,1,0,1
GDRX,1,0,1
GDV,1,0,1
GDX,1,0,1
GDXJ,1,0,1
GE,1,0,1
GEHC,1,0,1
GEL,1,0,1
GEM,1,0,1
GEMIX,0,0,1
GEN,1,0,1
GENI,1,0,1
GEO,0,1,0
GEOS,1,0,0
GERIX,0,1,0
GEV,1,0,1
GEVO,1,0,1
GFACX,0,1,0
GFAFX,0,1,1
GFF,0,1,0
GFFFX,0,1,0
GFI,1,0,1
GFL,1,0,1
GFLABX,0,1,0
GFS,1,0,1
GGBEX,0,1,0
GGG,1,0,1
GGIPX,0,1,0
GGOIX,0,1,0
GGSM,0,0,1
GGT,1,0,1
GH,1,0,1
GHC,1,0,1
GHM,1,0,0
GHY,0,0,1
GHYIX,0,1,0
GIBIX,0,1,0
GIC,1,0,1
GICIX,1,0,1
GIFIX,0,1,0
GIFLF,0,1,0
GIGB,1,0,1
GIGGX,0,1,0
GII,0,1,0
GIII,0,1,0
GIL,1,0,1
GILD,1,0,1
GILFX,0,1,0
GILHX,0,1,0
GIOCX,0,1,0
GIOIX,0,1,0
GIRBX,1,0,0
GIS,1,0,1
GIZYX,0,1,0
GJRTX,0,1,0
GK,1,0,0
GKOS,0,1,0
GL,1,0,1
GLAD,1,0,1
GLAS,0,1,0
GLAXF,0,1,0
GLBE,0,1,0
GLBIX,0,1,0
GLCUX,0,1,0
GLD,1,0,1
GLDM,1,0,0
GLDW,0,1,1
GLIBA,1,0,1
GLIFX,0,1,0
GLNCY,1,0,1
GLNG,1,0,1
GLOB,1,0,1
GLOV,1,0,0
GLP,1,0,1
GLPEY,1,0,1
GLPI,1,0,1
GLTR,1,0,0
GLVYX,0,1,0
GLW,1,0,1
GM,1,0,1
GMAB,1,0,1
GMDYX,0,1,0
GME,1,0,1
GMED,1,0,1
GMF,0,1,0
GMHZX,0,1,0
GMLGX,0,1,0
GNBC,0,1,0
GNCMA,0,0,1
GNGBY,1,0,1
GNK,1,0,1
GNL,1,0,1
GNMA,0,1,0
GNPX,1,0,1
GNR,0,1,1
GNRC,1,0,1
GNT,0,1,0
GNTX,1,0,1
GNW,1,0,1
GO,1,0,1
GOBSX,0,1,0
GOCXX,0,1,0
GOFPY,1,0,1
GOFXX,0,1,0
GOGIX,0,1,0
GOGL,0,1,0
GOGO,1,0,1
GOIXX,0,1,0
GOLD,1,0,1
GOLF,1,0,1
GOOG,1,0,1
GOOGL,1,0,1
GOOS,1,0,1
GOSXX,0,1,0
GOTXX,0,1,0
GOVT,1,0,1
GOVXX,0,1,0
GP,0,1,0
GPARX,0,1,0
GPC,1,0,1
GPCR,1,0,1
GPHOF,0,1,0
GPI,1,0,1
GPK,1,0,1
GPMFX,0,1,0
GPN,1,0,1
GPOR,1,0,1
GPPIX,0,1,0
GPRE,0,1,0
GPRIX,0,1,0
GPRO,1,0,1
GPT,1,0,1
GPTC,0,1,0
GQGIX,0,1,0
GRAL,0,1,0
GRE,0,0,1
GRFS,1,0,1
GRHIX,0,1,0
GRID,0,1,0
GRMN,1,0,1
GRNB,0,1,0
GRPN,1,0,1
GRX,1,0,1
GS,1,0,1
GSAGX,0,1,0
GSAT,0,1,0
GSBD,0,1,1
GSBIX,0,1,0
GSDUX,1,0,0
GSFTX,0,1,0
GSG,0,1,0
GSHD,0,1,0
GSIE,0,1,0
GSIEX,0,1,0
GSIMX,0,1,1
GSINX,0,1,0
GSITX,0,1,0
GSK,1,0,1
GSLC,1,0,1
GSMTX,0,1,0
GSMYX,0,1,1
GSRLX,0,1,0
GSSC,0,0,1
GSSIX,0,1,0
GSSUX,0,1,0
GSY,1,0,0
GSZIX,0,1,0
GT,1,0,1
GTCSX,0,1,1
GTES,1,0,1
GTEYX,0,1,0
GTLB,1,0,1
GTLS,1,0,1
GTN,1,0,1
GTO,0,1,0
GTSAX,0,1,0
GTSCX,0,1,0
GTSOX,0,1,0
GTX,1,0,1
GTY,1,0,1
GUIRX,0,1,0
GUNR,0,1,0
GURU,0,1,0
GUT,0,1,0
GVA,1,0,1
GVDNY,1,0,1
GVEYX,0,1,0
GVI,0,1,0
GVIXX,0,1,0
GWEIX,0,1,0
GWGIX,0,1,0
GWHIX,0,1,0
GWRE,1,0,1
GWW,1,0,1
GXO,1,0,1
GXP,1,0,1
H,1,0,1
HACAX,0,1,0
HACK,1,0,1
HAE,1,0,1
HAFC,0,1,0
HAIN,1,0,1
HAINX,0,1,1
HAL,1,0,1
HALO,1,0,1
HAP,0,1,0
HAR,1,0,0
HAS,1,0,1
HASCX,0,1,0
HASGX,0,1,0
HASI,1,0,1
HAUZ,0,1,0
HAVLX,0,1,0
HAYW,1,0,1
HBAN,1,0,1
HBANZ,1,0,0
HBCYF,0,1,0
HBLFX,0,1,0
HBLIX,0,1,0
HCA,1,0,1
HCC,1,0,1
HCI,0,1,0
HCKT,0,0,1
HCMLY,1,0,1
HCOAX,0,1,0
HCOM,0,0,1
HCRB,1,0,0
HCSG,1,0,1
HD,1,0,1
HDB,1,0,1
HDGE,0,0,1
HDGFX,0,1,0
HDGIX,0,1,0
HDNG,0,0,1
HDUS,0,1,0
HDV,1,0,0
HE,1,0,1
HEDG,0,1,0
HEDJ,1,0,1
HEFA,0,1,0
HEGIY,1,0,1
HEI,1,0,1
HEI-A,1,0,1
HEINY,1,0,1
HELE,1,0,1
HELO,0,1,0
HELX,0,1,0
HEN,0,0,1
HENOY,1,0,1
HEOZX,0,1,0
HERO,0,1,0
HESAF,1,0,1
HESAY,1,0,1
HESM,1,0,1
HF,1,0,1
HFCSX,0,1,0
HFLAX,0,1,0
HFLCX,0,1,0
HFLIX,0,1,0
HFMCX,0,1,0
HFMDX,0,1,0
HFMIX,0,1,0
HFMVX,0,1,0
HFOIX,0,1,0
HFQIX,0,1,0
HFRO,0,0,1
HFWA,1,0,1
HFXI,0,1,0
HGIFX,0,1,0
HGLB,0,1,0
HGOYX,0,1,0
HGTY,0,0,1
HGV,1,0,1
HHH,0,0,1
HHHYX,0,1,0
HHMAX,0,1,0
HHMIX,0,1,0
HIEMX,0,1,0
HIG,1,0,1
HII,1,0,1
HILIX,0,1,0
HIMS,1,0,1
HIMU,0,1,0
HIMX,1,0,1
HIPO,1,0,1
HIW,1,0,1
HIX,1,0,1
HIYS,1,0,1
HKHHY,0,1,0
HKXCY,1,0,1
HL,1,0,1
HLDCY,1,0,1
HLEIX,0,1,0
HLF,1,0,1
HLGAX,0,1,0
HLGEX,0,1,0
HLI,1,0,1
HLIEX,0,1,0
HLIO,1,0,1
HLIPX,0,1,0
HLIT,0,0,1
HLMEX,0,1,0
HLMIX,0,1,0
HLMN,1,0,1
HLN,1,0,1
HLPPY,1,0,1
HLQVX,0,1,0
HLT,1,0,1
HLX,1,0,1
HMC,1,0,1
HMDFX,0,1,0
HMEZX,0,1,0
HMN,1,0,1
HMNY,0,1,0
HMVFX,0,1,0
HNDL,1,0,1
HNI,1,0,1
HNNMY,1,0,1
HNST,1,0,1
HNVIX,0,1,0
HOCPY,1,0,1
HOG,1,0,1
HOMB,1,0,1
HON,1,0,1
HOOD,1,0,1
HOPE,1,0,1
HOT,1,0,1
HP,1,0,1
HPE,1,0,1
HPP,1,0,1
HPQ,1,0,1
HQIIX,0,1,0
HQL,1,0,1
HQY,1,0,1
HR,1,0,1
HRB,1,0,1
HRI,1,0,1
HRL,1,0,1
HRLFX,0,1,0
HRTG,0,1,0
HRTVX,0,1,0
HRTX,1,0,1
HRVIX,0,1,0
HRZN,1,0,0
HSBC,1,0,1
HSHCY,1,0,1
HSIC,1,0,1
HSIIX,0,1,0
HSNFX,0,1,0
HSNIX,0,1,0
HSQVY,1,0,1
HST,1,0,1
HSTM,1,0,1
HSWFX,0,1,0
HSY,1,0,1
HTD,1,0,1
HTGC,1,0,1
HTH,1,0,1
HTHIY,1,0,1
HTLD,1,0,1
HTSI,0,1,0
HTZ,1,0,1
HTZWW,1,0,1
HUBB,1,0,1
HUBG,1,0,1
HUBS,1,0,1
HUM,1,0,1
HUMA,1,0,1
HUN,1,0,1
HURA,1,0,1
HURC,1,0,1
HURN,1,0,1
HUYA,1,0,1
HVRRY,1,0,1
HVT,0,1,0
HWAY,1,0,1
HWCPAX,0,1,0
HWDIX,0,1,0
HWHIX,0,1,0
HWKN,0,1,0
HWM,1,0,1
HWMIX,0,1,0
HXGBY,1,0,1
HXL,1,0,1
HY,1,0,1
HYBB,1,0,0
HYD,0,1,0
HYG,1,0,1
HYI,1,0,1
HYLB,0,1,0
HYMB,0,1,0
HYMIX,0,1,0
HYSZX,0,1,0
HYT,1,0,1
HZO,0,1,0
IAC,1,0,1
IAG,1,0,1
IAGG,0,1,0
IAI,1,0,1
IALAX,0,1,0
IARRX,0,1,0
IART,1,0,1
IAT,1,0,1
IATAX,0,1,0
IAU,1,0,1
IAUGY,0,1,0
IBAFX,0,1,0
IBB,1,0,1
IBD,0,1,0
IBDH,0,1,0
IBDK,0,1,0
IBDL,0,1,0
IBDM,1,0,0
IBDN,1,0,0
IBDO,1,0,1
IBDP,1,0,0
IBDQ,1,0,1
IBDR,1,0,0
IBDRY,1,0,1
IBDS,1,0,0
IBDSF,1,0,1
IBDT,1,0,0
IBDU,1,0,0
IBDV,0,1,0
IBDW,0,1,0
IBDX,0,1,0
IBDY,0,1,1
IBDZ,0,1,0
IBE,0,0,1
IBFCX,0,1,0
IBIT,1,0,1
IBKR,1,0,1
IBM,1,0,1
IBMM,0,1,0
IBMN,0,1,0
IBN,1,0,1
IBP,1,0,1
IBRX,1,0,1
IBTB,1,0,0
IBTD,1,0,0
IBTE,0,1,0
IBTF,1,0,0
IBTG,1,0,0
IBTH,1,0,0
IBTI,1,0,0
IBTJ,1,0,0
IBTK,1,0,0
IBUY,1,0,1
ICAFX,0,1,0
ICAGY,1,0,1
ICBFX,0,1,0
ICBMX,0,1,0
ICCC,0,1,0
ICE,1,0,1
ICEUX,0,1,0
ICF,0,1,0
ICFI,1,0,1
ICHR,1,0,1
ICIEX,0,1,0
ICL,1,0,1
ICLN,0,1,1
ICLR,1,0,1
ICON,1,0,1
ICOW,0,0,1
ICSCX,0,1,0
ICSH,1,0,0
ICTRX,0,1,0
ICUI,1,0,1
ICVT,0,1,0
IDA,1,0,1
IDCBY,1,0,1
IDCC,0,1,0
IDEV,0,1,0
IDEXY,1,0,1
IDITX,0,1,0
IDKOY,0,1,0
IDME,0,1,0
IDOG,1,0,0
IDT,1,0,1
IDU,1,0,1
IDV,1,0,1
IDXX,1,0,1
IEF,1,0,1
IEFA,1,0,1
IEGFX,0,1,0
IEI,1,0,1
IEMG,1,0,1
IEOPX,0,1,0
IEOSX,0,1,0
IEUR,1,0,1
IEV,0,1,0
IEX,1,0,1
IEZ,1,0,1
IFACX,0,1,0
IFAFX,0,1,0
IFF,1,0,1
IFJPY,1,0,1
IFNNY,1,0,1
IFRA,0,1,0
IGAAX,0,1,0
IGE,1,0,0
IGF,0,1,0
IGFAX,0,1,0
IGHG,0,0,1
IGHSX,0,1,0
IGIB,1,0,0
IGIIX,0,1,0
IGLB,1,0,0
IGLIX,0,1,0
IGM,0,1,0
IGN,1,0,0
IGR,0,1,0
IGSB,1,0,1
IGV,1,0,1
IHAK,0,1,0
IHD,0,0,1
IHDG,0,1,0
IHE,1,0,1
IHF,1,0,1
IHG,1,0,1
IHI,1,0,1
IHRT,1,0,0
IHS,1,0,1
IIBPX,0,1,0
IICIX,0,1,0
IIFIX,0,1,0
IIIAX,0,1,0
IIIN,0,1,0
IIPR,1,0,1
IJF,0,1,0
IJH,1,0,1
IJJ,1,0,1
IJK,1,0,0
IJR,1,0,1
IJS,1,0,0
IJT,1,0,0
ILF,1,0,1
ILG,1,0,1
ILMN,1,0,1
ILPT,1,0,1
IMAX,1,0,1
IMBBY,1,0,1
IMCB,0,0,1
IMCDY,0,1,0
IMCG,0,1,0
IMCV,0,1,0
IMIDX,0,1,0
IMKTA,1,0,1
IMLPX,0,1,0
IMO,1,0,1
IMPV,1,0,0
IMVT,0,1,0
INBK,0,1,0
INC,1,0,0
INCR,0,1,0
INCY,1,0,1
INDA,1,0,1
INDB,1,0,1
INDEX,0,1,0
INDY,0,1,0
INDZX,0,1,0
INFIX,0,1,0
INFL,0,1,0
INFO,1,0,1
INFR,1,0,1
INFY,1,0,1
ING,1,0,1
INGN,1,0,1
INGR,1,0,1
INGVF,0,1,0
INIVX,0,1,0
INMD,1,0,1
INN,1,0,1
INO,1,0,1
INOD,1,0,1
INOV,1,0,1
INPAP,1,0,0
INSM,1,0,1
INSP,1,0,1
INSW,1,0,1
INTA,1,0,1
INTC,1,0,1
INTIX,0,1,0
INTR,0,0,1
INTT,0,1,0
INTU,1,0,1
INV,0,1,0
INVA,1,0,1
INVH,1,0,1
INVN,1,0,0
INVX,1,0,1
INVZ,0,0,1
IONQ,1,0,1
IONS,1,0,1
IOO,0,1,0
IOSP,1,0,0
IOT,1,0,1
IOVA,0,1,0
IOVAX,0,1,0
IOWIX,0,1,0
IP,1,0,1
IPAC,0,1,0
IPAR,0,1,0
IPAY,0,1,0
IPFF,0,1,0
IPFPX,0,1,0
IPGP,1,0,1
IPISX,0,1,0
IPKW,1,0,1
IPO,0,1,0
IPOIX,0,1,0
IPSEY,0,1,0
IPWR,1,0,1
IPXHY,1,0,1
IPXL,1,0,1
IQDG,0,1,0
IQDY,0,1,0
IQLT,0,1,0
IQM,0,1,0
IQSU,0,1,0
IQV,1,0,1
IR,1,0,1
IRA,1,0,0
IRDM,1,0,1
IRE,0,0,1
IREN,1,0,1
IRET,1,0,1
IRGPX,0,1,0
IRGUX,0,1,0
IRIX,0,0,1
IRLCX,0,1,0
IRM,1,0,1
IRT,1,0,1
IRTC,1,0,1
ISCF,0,1,0
ISCG,0,1,0
ISD,1,0,1
ISMD,0,1,0
ISNPY,1,0,1
ISRG,1,0,1
ISTB,0,1,0
ISTIX,0,1,0
ISUZF,1,0,1
ISUZY,1,0,1
IT,1,0,1
ITA,1,0,1
ITB,1,0,0
ITC,1,0,1
ITE,1,0,0
ITGR,0,1,0
ITHAX,0,1,0
ITIC,0,1,0
ITIP,1,0,0
ITM,0,1,0
ITOCF,1,0,1
ITOCY,1,0,0
ITOT,1,0,1
ITRAX,0,1,0
ITRI,1,0,1
ITT,1,0,1
ITUB,1,0,1
ITVPY,1,0,1
ITW,1,0,1
IUSB,0,1,0
IUSG,1,0,1
IUSV,1,0,1
IVAEX,0,1,0
IVDA,0,0,1
IVE,1,0,1
IVEIX,0,1,0
IVHIX,1,0,0
IVINX,0,1,0
IVKSX,0,1,0
IVLU,0,1,0
IVOO,0,1,1
IVOSX,0,1,0
IVOV,0,1,0
IVR,0,1,0
IVTY,0,1,0
IVV,1,0,1
IVW,1,0,1
IVZ,1,0,1
IWB,1,0,1
IWC,0,1,0
IWD,1,0,1
IWF,1,0,1
IWL,0,1,0
IWM,1,0,1
IWN,1,0,1
IWO,1,0,1
IWP,1,0,1
IWR,1,0,0
IWS,1,0,0
IWV,1,0,0
IWX,0,1,0
IWY,0,1,0
IX,1,0,1
IXC,0,1,0
IXG,0,1,0
IXHL,0,0,1
IXJ,1,0,1
IXN,0,1,0
IXP,1,0,1
IXUS,1,0,0
IYC,0,1,0
IYE,1,0,1
IYF,1,0,0
IYG,1,0,1
IYGIX,0,1,0
IYH,1,0,1
IYJ,1,0,0
IYLD,1,0,1
IYM,1,0,0
IYMIX,0,1,0
IYR,1,0,1
IYSIX,0,1,0
IYT,1,0,1
IYW,1,0,0
IYY,1,0,1
IYZ,1,0,1
J,1,0,1
JACBX,0,1,0
JACK,1,0,1
JACNX,0,1,0
JACTX,0,1,0
JAENX,0,1,0
JAGLX,0,1,0
JAJWX,0,1,0
JAMCX,0,1,0
JAMFX,0,1,0
JANBX,0,1,0
JANEX,0,1,0
JANFX,0,1,0
JANIX,0,1,0
JANWX,0,1,0
JAOSX,0,1,0
JAPAY,1,0,1
JAPSY,1,0,1
JASBX,0,1,0
JAVA,0,1,0
JAVLX,0,1,0
JAWWX,0,1,0
JAZZ,1,0,1
JBALX,0,1,0
JBAXY,1,0,1
JBGIX,0,1,0
JBGS,1,0,1
JBHT,1,0,1
JBI,1,0,1
JBL,1,0,1
JBLU,1,0,1
JBND,0,1,0
JBSS,0,1,0
JBTM,1,0,1
JCAP,1,0,1
JCBUX,0,1,0
JCI,1,0,1
JCMAX,0,1,0
JCPB,0,1,0
JCSE,0,0,1
JCUIX,0,1,0
JCVIX,0,1,0
JD,1,0,1
JDBAX,0,1,0
JDESX,0,1,0
JDEUX,0,1,0
JDJIX,0,1,0
JDMNX,0,1,0
JDVIX,0,1,0
JEF,1,0,1
JEHAX,0,1,0
JEITX,0,1,0
JEIYX,0,1,0
JEMA,0,1,0
JEMSX,0,1,0
JEMWX,0,1,0
JENIX,0,1,0
JEPI,1,0,1
JEPIX,0,1,0
JEPQ,0,1,0
JET,0,0,1
JETS,1,0,1
JFAMX,0,1,0
JFB,0,1,0
JFFCX,0,1,0
JFLEX,0,1,1
JG,1,0,1
JGASX,0,1,0
JGCCF,1,0,1
JGCCY,1,0,1
JGLO,0,1,0
JGMAX,0,1,0
JGMNX,0,1,0
JGRO,0,1,0
JGSMX,0,1,0
JGVVX,0,1,0
JHAIX,0,1,0
JHBIX,0,1,0
JHBSX,0,1,0
JHCBX,1,0,0
JHEM,0,0,1
JHEQX,0,1,0
JHFAX,0,1,0
JHG,1,0,1
JHMB,0,1,0
JHMM,0,0,1
JHQAX,0,1,0
JHQDX,0,1,0
JHQTX,0,1,0
JHTAAX,0,1,0
JHX,1,0,1
JICPX,0,1,0
JIG,0,1,0
JIGFX,0,1,0
JIMIX,0,1,0
JINXX,0,1,0
JIPIX,0,1,0
JIPRX,0,1,0
JIRE,0,1,0
JISCX,0,1,0
JIVE,0,1,0
JJSF,1,0,1
JKG,0,1,0
JKHY,1,0,1
JLCWX,0,1,0
JLGMX,0,1,0
JLL,1,0,1
JLPSX,0,1,0
JLPYX,0,1,0
JLVIX,0,1,0
JMBS,1,0,1
JMBUX,0,1,0
JMCVX,0,1,0
JMGIX,0,1,0
JMGRX,0,1,0
JMHLY,1,0,1
JMIA,0,1,0
JMSFX,0,1,0
JMST,0,1,0
JMUB,0,1,0
JMUEX,0,1,0
JMVAX,0,1,0
JMVSX,0,1,0
JMVYX,0,1,0
JNBSX,0,1,0
JNGLX,0,1,0
JNGTX,0,1,0
JNJ,1,0,1
JNK,1,0,1
JNRFX,0,1,0
JNSIX,0,1,0
JNUG,1,0,1
JOE,1,0,1
JOHIX,0,1,0
JORNX,0,1,0
JOUT,0,1,0
JPDEX,0,1,0
JPDRX,0,1,0
JPGSX,0,1,0
JPHSX,0,1,0
JPIAX,0,1,0
JPIE,0,1,0
JPIN,0,1,0
JPIVX,0,1,0
JPLD,0,1,0
JPM,1,0,1
JPMB,0,1,0
JPST,0,1,0
JPXGY,0,1,0
JQC,0,1,0
JRAIX,0,1,0
JRBSX,0,1,0
JRONY,1,0,1
JRVR,1,0,1
JSAIY,1,0,1
JSCOX,0,1,0
JSFDX,0,1,0
JSGRY,1,0,1
JSMD,1,0,1
JSML,1,0,1
JSNSF,0,1,0
JSOSX,1,0,0
JTISX,0,1,0
JTKWY,1,0,1
JTQIX,0,1,0
JTTAX,0,1,0
JUESX,0,1,0
JUNO,1,0,0
JVAL,0,1,0
JVASX,0,1,0
JVAYX,0,1,0
JVLIX,0,1,0
JVMAX,0,1,0
JVMIX,0,1,0
JVXIX,0,1,0
KAI,1,0,1
KAJMY,0,1,0
KALU,1,0,1
KALV,1,0,1
KAUAX,0,1,0
KB,1,0,1
KBA,0,1,0
KBCSY,1,0,1
KBE,1,0,1
KBH,1,0,1
KBR,1,0,1
KBWB,1,0,0
KBWD,0,1,0
KBWP,0,1,0
KCDMY,1,0,1
KD,1,0,1
KDDIY,1,0,1
KDHAX,0,1,0
KDP,1,0,1
KELYA,0,1,0
KEMQ,0,1,0
KEN,0,0,1
KEP,1,0,1
KERX,1,0,1
KEX,1,0,1
KEY,1,0,1
KEYS,1,0,1
KEYW,1,0,0
KFRC,0,1,0
KFY,0,1,0
KGC,1,0,1
KGFHY,1,0,1
KGGIX,0,1,0
KGSPY,1,0,1
KHC,1,0,1
KHNGY,1,0,1
KHOLY,1,0,0
KHTRF,0,1,0
KIDS,1,0,1
KIE,1,0,0
KIM,1,0,1
KKOYY,1,0,1
KKPNY,1,0,1
KKR,1,0,1
KLAC,1,0,1
KLIC,1,0,1
KLXI,1,0,1
KMB,1,0,1
KMG,1,0,1
KMI,1,0,1
KMPR,1,0,1
KMT,1,0,1
KMTUY,1,0,1
KMX,1,0,1
KN,1,0,1
KNBWY,1,0,1
KNDI,0,1,0
KNG,0,1,0
KNOP,1,0,1
KNRRY,1,0,1
KNSA,0,1,0
KNSL,1,0,1
KNX,1,0,1
KO,1,0,1
KOD,1,0,1
KOP,0,1,0
KOS,1,0,1
KOSCF,1,0,1
KOSS,0,0,1
KOTMY,0,1,0
KPCPY,1,0,1
KPELY,1,0,1
KPLT,1,0,1
KPLTW,1,0,1
KPTI,1,0,1
KR,1,0,1
KRBN,0,1,0
KRC,1,0,1
KRE,1,0,1
KRG,1,0,1
KRNT,1,0,1
KRNY,1,0,1
KRP,1,0,1
KRSOX,0,1,1
KRYAY,1,0,1
KRYS,1,0,1
KS,1,0,1
KSCOX,0,1,0
KSRYY,1,0,1
KSS,1,0,1
KT,1,0,1
KTB,1,0,1
KTF,0,0,1
KTO,0,0,1
KTOS,1,0,1
KTWIY,0,1,0
KUBTY,1,0,1
KURA,1,0,1
KVUE,1,0,1
KW,1,0,1
KWEB,0,1,1
KWIPF,1,0,1
KWR,1,0,1
KXI,0,1,0
KYCCF,1,0,1
KYMR,0,1,0
KYN,1,0,1
KYOCF,1,0,1
L,1,0,1
LAD,1,0,1
LAES,0,0,1
LAHYX,0,1,0
LAICX,0,1,0
LAIIX,0,1,0
LAKE,0,1,0
LALDX,0,1,0
LAMCX,0,1,0
LAMR,1,0,1
LAND,1,0,1
LANSX,0,1,0
LAPIX,0,1,0
LARAX,0,1,0
LARCX,0,1,0
LASYX,0,1,0
LAUR,1,0,1
LAUYX,0,1,0
LAZ,1,0,1
LAZR,1,0,1
LB,1,0,1
LBDFX,0,1,0
LBDKV,0,1,0
LBFIX,0,1,0
LBNDX,0,1,0
LBNOX,0,1,0
LBNYX,0,1,0
LBRDA,1,0,1
LBRDK,1,0,1
LBTYA,1,0,1
LBTYB,0,1,0
LBTYK,1,0,1
LC,1,0,1
LCCAX,0,1,0
LCEAX,0,1,0
LCEIX,0,1,0
LCEVX,0,1,0
LCEYX,0,1,0
LCGFX,1,0,0
LCGJX,0,1,0
LCID,1,0,1
LCII,1,0,1
LCSSX,0,1,0
LCTD,0,1,0
LCTIX,0,1,0
LCTU,0,1,0
LCTX,1,0,0
LCUT,1,0,1
LDLAX,0,1,0
LDLFX,0,1,0
LDLTX,0,1,0
LDNXF,1,0,1
LDOS,1,0,1
LDP,1,0,1
LDSF,0,1,0
LDUR,0,1,0
LE,0,1,0
LEA,1,0,1
LECO,1,0,1
LEE,1,0,1
LEG,1,0,1
LEMB,0,1,0
LEN,1,0,1
LEN-B,1,0,1
LENKX,0,1,0
LEO,0,1,0
LESL,1,0,1
LETRX,0,1,0
LEVI,1,0,1
LEXCX,0,1,0
LFMIX,0,1,0
LFRFX,0,1,0
LFRIX,0,1,0
LFUS,1,0,1
LGBNX,0,1,0
LGCY,1,0,1
LGI,1,0,1
LGIH,1,0,1
LGILX,0,1,0
LGLV,0,1,0
LGN,1,0,1
LGND,1,0,1
LGRDY,1,0,1
LGRRX,0,1,0
LGVAX,0,1,0
LH,1,0,1
LHO,0,1,0
LHX,1,0,1
LHYRX,0,1,0
LI,1,0,1
LIACX,0,1,0
LIFOX,0,1,0
LIHIX,0,1,0
LII,1,0,1
LIJPX,0,1,0
LIKKX,0,1,0
LILA,1,0,1
LILAK,1,0,0
LIN,1,0,1
LINE,1,0,1
LINIX,0,1,0
LINK,0,1,0
LINVX,0,1,0
LION,1,0,1
LIPIX,0,1,0
LISAX,0,1,0
LISFX,0,1,0
LISIX,0,1,0
LIT,0,1,0
LITE,1,0,1
LITP,1,0,1
LIVIX,0,1,0
LKQ,1,0,1
LLDTF,1,0,1
LLDYX,0,1,0
LLESY,1,0,1
LLY,1,0,1
LLYVA,0,1,0
LLYVK,1,0,1
LMASX,0,1,0
LMAT,0,1,0
LMB,0,1,0
LMBS,0,1,0
LMGEX,1,0,0
LMND,1,0,1
LMNX,1,0,0
LMREX,0,1,0
LMRNX,0,1,0
LMSAX,0,1,0
LMT,1,0,1
LMVTX,0,1,0
LNC,1,0,1
LNCE,1,0,1
LNG,1,0,1
LNGG,1,0,0
LNN,1,0,1
LNNGY,0,1,0
LNT,1,0,1
LNTH,1,0,1
LNVGY,1,0,1
LNXW,1,0,1
LOCM,0,0,1
LOCO,0,1,0
LOGI,1,0,1
LOGVX,0,1,0
LOLDX,0,1,0
LOMAX,0,1,0
LOPE,1,0,1
LOW,1,0,1
LPG,0,1,0
LPLA,1,0,1
LPRO,0,1,0
LPSN,1,0,1
LPX,1,0,1
LQ,1,0,1
LQD,1,0,1
LQDT,1,0,1
LRCX,1,0,1
LRGF,0,1,0
LRLCY,1,0,1
LRN,1,0,1
LRNZ,1,0,1
LROIX,0,1,0
LSBDX,0,1,0
LSBRX,0,1,0
LSCC,1,0,1
LSCCX,0,1,0
LSFYX,0,1,0
LSGRX,0,1,0
LSIIX,0,1,0
LSIZX,0,1,0
LSLTX,0,1,0
LSRCY,1,0,1
LSSIX,0,1,0
LSSNX,0,1,0
LSTR,1,0,1
LSWWX,0,1,0
LSYIX,0,1,1
LTC,1,0,1
LTEBX,0,1,0
LTGHY,1,0,1
LTMFX,0,1,0
LTMIX,0,1,0
LTNIX,0,1,0
LUBAX,0,1,0
LUBFX,0,1,1
LUBOX,0,1,0
LUBYX,0,1,1
LULU,1,0,1
LUMN,1,0,1
LUV,1,0,1
LVHD,0,1,0
LVHI,0,1,0
LVMAX,0,1,0
LVMHF,1,0,1
LVMUY,1,0,1
LVOCX,0,1,0
LVOYX,0,1,0
LVS,1,0,1
